,name,username,sport,followers_count,tweet_count
3124,Winston Bogarde,WinstonBogarde5,soccer,14210,500
3125,Sonny Weems,Sonny13,basketball,14187,6447
3126,José Cruz,cruz22,baseball,14179,7212
3127,Baylor Scheierman,playforhim3,basketball,14173,1353
3128,Kellan Grady,KellanGrady31,basketball,14167,4430
3129,Keith Foulke,KeithFoulke,baseball,14167,18872
3130,Kyle Farnsworth,24_7Farnsworth,baseball,14167,12949
3131,Jesse Puljujärvi,Jpuljujarvi,hockey,14145,7
3132,Josh Wilson,TheJoshWilson,football,14133,3910
3133,Leger Douzable,LegerDouzable,football,14126,57806
3134,Jonathan Holder,Jholder14,baseball,14118,1928
3135,Jorge Alfaro,_JorgeAlfaro11,baseball,14112,3382
3136,Isaiah Pead,iPead,football,14075,17941
3137,Khem Birch,Khem_Birch,basketball,14068,195
3138,Clarke Schmidt,ClarkeSchmidt,baseball,14062,8372
3139,Vadal Alexander,v_alex74,football,14060,2065
3140,Dusty Hannahs,D_Hannahs,basketball,14047,9608
3141,Ka'Deem Carey,Kcarey25,football,14036,2115
3142,Damyean Dotson,wholeteamDot,basketball,14034,5543
3143,Cody Whitehair,WhItehair76,football,14025,66
3144,Rock Ya-Sin,RockYasin26,football,14006,3506
3146,Patrick Mazeika,pattayymaz10,baseball,14005,234
3145,Kevin McCullar Jr.,Kevin_McCullar,basketball,14005,3781
3147,Daryl Macon,_dmacon4,basketball,14003,7491
3148,Chris Porter,32porterhouse,hockey,13995,143
3149,Nicolas Isimat-Mirin,nicoisimat,soccer,13962,395
3150,Zach Hocker,zhocker18,football,13959,625
3151,Anthony Kay,TonyBuckets18,baseball,13956,2804
3152,Randy Bullock,randybullock28,football,13943,618
3153,Austin Pettis,Austin_Pettis,football,13924,7099
3154,Jamie McBain,jbain4,hockey,13924,383
3155,Mackenzy Bernadeau,MackB73,football,13903,871
3156,Darryl Boyce,dboyce47,hockey,13883,430
3157,Elliot Johnson,ElliotJohnson9,baseball,13874,3094
3158,Will Rhymes,willrhymes,baseball,13872,1278
3159,Nick Bjugstad,NBjugstad72,hockey,13869,274
3160,Malachi Richardson,KingMali23,basketball,13866,39737
3161,Jarron Collins,jarronctwin,basketball,13860,1017
3162,Kenny Hilliard,noceilings27,football,13820,15256
3163,Otis Wilson,OtisWilson_55,football,13816,2084
3164,Anthony Claggett,aclaggs10,baseball,13806,2470
3165,Terrence Brooks,_Showtime29,football,13782,3990
3166,Dilson Herrera,Dilson_H,baseball,13762,266
3167,Willie Calhoun,11WillieCalhoun,baseball,13754,689
3168,Nigel Williams-Goss,NigelWG5,basketball,13744,2130
3169,Moise Fokou,moisefokou,football,13741,2441
3170,Jordan Walden,JWal52,baseball,13737,135
3171,Robert Blanton,BlantonRobert,football,13733,612
3172,Jamaal Tinsley,jatinsley,basketball,13729,1203
3173,Todd McClure,ToddMcclure62,football,13727,5321
3174,Deolis Guerra,deolisguerra,baseball,13725,1291
3175,Christian Koloko,kolokojunior1,basketball,13722,1547
3176,Cameron Rupp,CameronRupp,baseball,13722,10767
3177,Domenik Hixon,domenik_hixon,football,13716,5547
3178,Jack Mewhort,jackmewhort,football,13707,1220
3179,Freddy Galvis,freddygalvis10,baseball,13701,21
3180,Axel Toupane,toups_33,basketball,13691,3919
3181,Zack Smith,Smit_Treat15,hockey,13685,601
3182,Eugene Monroe,MrEugeneMonroe,football,13679,5527
3183,Kendall Langford,KendallLangford,football,13673,5566
3184,Rod Gilbert,rodgilbert7,hockey,13652,1906
3185,Dariq Whitehead,dariq_whitehead,basketball,13636,285
3186,Victor Caratini,VictorCaratini,baseball,13629,117
3187,Torrey Craig,TCraig_23,basketball,13628,32512
3188,Joe Wieskamp,JWieskamp21,basketball,13619,509
3189,Edmond Sumner,EdmondSumner,basketball,13604,1870
3190,Alex Torres,Alex21Torres,baseball,13589,835
3191,Brian De La Puente,BriandelaPuente,football,13580,633
3192,Brent Urban,urbanlegend96,football,13562,4108
3193,Jalen Smith,thejalen_smith,basketball,13533,10209
3194,Peyton Watson,peytonwatson_,basketball,13527,729
3195,Kyle Muller,kylemuller19,baseball,13524,1254
3196,Igor Larionov,Igor_Larionov,hockey,13521,101
3197,Da'Rel Scott,DaRelScott_RB,football,13517,800
3198,Philip Wheeler,Philgood50,football,13504,5797
3199,Austin Hays,TheAustinHaysss,baseball,13501,735
3200,Bryce Brown,Bwb_2,basketball,13497,1074
3201,Markel Brown,iMarkelBrown22,basketball,13493,13102
3202,Chima Moneke,Chimdogg_,basketball,13489,2591
3203,Max Garcia,MGarcia_76,football,13482,24205
3204,Chris Wagner,chriswags23,hockey,13479,1914
3205,Rob Zastryzny,RobZastryzny_8,baseball,13476,626
3206,Stu Grimson,asgrimson,hockey,13473,4424
3207,Chris Wideman,Chris_Wideman,hockey,13469,3447
3208,Josh Jung,josh6jung,baseball,13466,713
3209,Darius Jackson,Djackson_6,football,13464,2476
3210,Chris Iannetta,Chris_Iannetta,baseball,13448,2285
3211,Lamar Peters,headshotpeters_,basketball,13443,49082
3212,Denis Savard,denissavard18,hockey,13435,220
3213,Corey Dickerson,MCoreyDickerson,baseball,13430,659
3214,Mike Johnson,MPJohnson79,football,13417,5631
3215,Elandon Roberts,Roberts_52,football,13415,2301
3216,Shane Heal,ShaneHeal,basketball,13390,13977
3217,Riley Sheahan,rsheahan15,hockey,13386,151
3218,Kenrick Ellis,KenrickEllis,football,13384,4053
3219,Ryan Pulock,rpulock,hockey,13379,1012
3220,Andrew White,AndrewWhite03,basketball,13351,685
3221,Stevie Brown,StevieBrown27,football,13334,4913
3222,Drayton Florence,DraytonFlorence,football,13330,11937
3223,Andy Barkett,abarkett17,baseball,13309,14589
3224,Marcus McNeill,MarcusMcNeill73,football,13305,8895
3225,Kyle Clifford,13KCliffy,hockey,13301,144
3226,Chance Warmack,chancewarmack,football,13277,1154
3227,Donald Jones,Dajones19,football,13275,23798
3228,Josh Myers,josh_myers71,football,13266,1306
3229,James McDonald,JamesZ53,baseball,13263,899
3230,Jasper Brinkley,Jasperhitman54,football,13256,10800
3231,Devontae Booker,dbook23,football,13255,114
3232,Ke'Bryan Hayes,KeBryanHayes,baseball,13233,11322
3233,Jeremy Pargo,ImJustPargo,basketball,13229,10258
3234,Louis Domingue,domingue35,hockey,13216,1303
3235,Hunter Renfroe,Hunter_Renfroe,baseball,13193,354
3236,David Jones,djones5454,hockey,13180,957
3237,Jordan Taylor,JMTaylor11,basketball,13152,12889
3238,Tim Frazier,Timfraz23,basketball,13151,7616
3239,Ernie Sims,ErnieSims34,football,13137,442
3240,Abram Elam,abeelam,football,13118,10262
3241,Rashad Vaughn,ShowtimeMr1,basketball,13117,12272
3242,Jason Spriggs,Jason_Spriggs78,football,13114,75
3243,Nikola Jović,Jovic_5,basketball,13114,59
3244,Dylan McIlrath,dylan_mcilrath,hockey,13113,497
3245,Daniel Sprong,sprong97,hockey,13110,2425
3246,Jim Vandermeer,Jim_Vandermeer,hockey,13109,188
3247,Greg Swindell,GregSwindell,baseball,13103,32277
3248,Malachi Flynn,malachiflynn,basketball,13101,1808
3249,Jeff Owens,jeffowens95,football,13077,30917
3250,Ottis Anderson,OJAnderson24,football,13065,4422
3251,Ricky Sapp,Sapp91,football,13041,55024
3252,Colby Cohen,ColbyCohen36,hockey,13027,14301
3253,Charlie Peprah,CharliePeprah,football,13022,1633
3254,Brandon Snyder,BrandonSnyder29,baseball,12975,6182
3255,Julio Borbon,JulioBorbon20,baseball,12966,2422
3256,Kevin Kolb,KevinKolb_4,football,12964,38
3257,Ben Hutton,bhutt10,hockey,12939,1039
3258,Zach Auguste,ZachEliAuguste,basketball,12938,3805
3259,Chris Heston,Hesto23,baseball,12931,1224
3260,Walt Aikens,Walt_Aikens,football,12918,3287
3261,AJ Ramos,theajramos,baseball,12916,2119
3262,Adam Gotsis,gotsis96,football,12914,5937
3263,Johnny Davis,JohnnyDavis,basketball,12910,279
3264,Jakub Kindl,JKindl4,hockey,12906,333
3265,Jared Butler,J_Hooper11,basketball,12837,3292
3266,JaCoby Jones,jacobyjones23,baseball,12835,579
3267,Aaron Henry,hennny11,basketball,12830,20368
3268,James Anderson,42JamesAnderson,football,12818,3195
3269,Evan Boehm,BIGboehmTHEORY,football,12806,10378
3270,Arrelious Benn,ArreliousBenn,football,12806,4013
3271,Tucker Davidson,tucktuck6,baseball,12804,1082
3272,Sam Hauser,Big_Smooth10,basketball,12804,4563
3273,Greg Smith,Ju_Smith4,basketball,12792,20446
3274,Matthew Hurt,HurtMatthew,basketball,12786,2156
3275,Joni Ortio,JoniOrtio,hockey,12775,1092
3276,James Bouknight,jam3s210,basketball,12756,666
3277,Andrew Peters,76_AndrewPeters,hockey,12737,2655
3278,Stafon Johnson,Stafonjohnson26,football,12686,5720
3279,Gabe Wright,NineORhino,football,12680,14364
3280,Ryon Healy,rchealy25,baseball,12677,9
3281,Nat Berhe,NatBerhe,football,12671,3946
3282,Kawika Mitchell,KawikaMitchell,football,12664,6857
3283,Frank Viola,FrankViola16,baseball,12645,3432
3285,Cayden Primeau,cpreems29,hockey,12600,1145
3284,Bryce McGowens,BryceMcgowens5,basketball,12600,1961
3286,Gavin Cecchini,GavinCecchini2,baseball,12577,1043
3287,Jerry D'Amigo,JerryD91,hockey,12553,1863
3288,Pops Mensah-Bonsu,Pops,basketball,12547,7198
3289,James Kaprielian,JamesKaprielian,baseball,12539,1555
3290,Tom Koehler,TKREFRESH22,baseball,12533,14296
3291,Corey Kispert,corey_kispert,basketball,12524,629
3292,Thomas Howard,ThomasHoward,football,12515,5618
3293,Javin DeLaurier,javind_12,basketball,12509,114
3294,Brett Pill,PillzRgood,baseball,12505,573
3295,Isaiah Livers,isaiah__02,basketball,12480,12705
3296,Tyler Lyons,Tyler_Lyons,baseball,12474,44
3297,Andrew Ebbett,aebbett,hockey,12473,660
3298,Javonte Smart,JavonteSmart,basketball,12463,10064
3299,Steve MacIntyre,Smacker33,hockey,12461,2687
3300,Jeremiah Attaochu,JAttaochu45,football,12436,7356
3301,Jacob Evans,JacobEvans_1,basketball,12432,13819
3302,Scott Diamond,Scott_Diamond58,baseball,12427,963
3303,Christian Bethancourt,ChristianBeth27,baseball,12426,2082
3304,Tye McGinn,TyeMcGinn,hockey,12424,625
3305,Ryan Weathers,RyanDWeathers25,baseball,12414,3628
3306,Vince Edwards,VE_12,basketball,12407,22637
3307,Gary Guyton,GaryGuyton59,football,12406,6452
3308,Tommy Hanson,TommyHanson48,baseball,12397,4
3309,Chris Matthews,TheRealCMaTT13,football,12390,2529
3310,Tim Shaw,TShawsTruth,football,12382,4202
3311,Jammal Brown,JBrown5570,football,12351,353
3312,Elie Okobo,ElieOkobo_0,basketball,12345,427
3313,Andre Williams,drewill44,football,12344,4533
3314,Nick Gordon,FlashGThe3rd,baseball,12327,12944
3315,Ricky Ledo,REALRICKLEDO1,basketball,12313,19911
3316,Andrew Desjardins,AndrewDesjardin,hockey,12291,33
3317,O.J. Atogwe,IAmBlessed21,football,12291,135
3318,Chad Green,chadgreen24,baseball,12279,864
3319,Jonas Brodin,brodin25,hockey,12273,11
3320,Kevin Smith,KJS_4,baseball,12258,1961
3321,Trevor Keels,TrevorKeels,basketball,12257,128
3322,Anthony Ranaudo,anthony_ranaudo,baseball,12257,5065
3323,Yves Pons,Airpons,basketball,12255,86
3324,Chris Walker,kingsky23,basketball,12253,24436
3325,Jordan Babineaux,jordanbabineaux,football,12240,7670
3326,Jaccob Slavin,Jslavin74,hockey,12239,1224
3327,Wes Iwundu,_Iwundu25,basketball,12225,24511
3328,César Jiménez,ccesarj37,baseball,12218,2438
3329,Patrick Dwyer,pattydwyer39,hockey,12215,727
3330,Chris Goulding,ChrisGoulding43,basketball,12192,6779
3331,Terrence Austin,Terrence_Austin,football,12188,7467
3332,David Aardsma,TheDA53,baseball,12188,22734
3333,Aeneas Williams,aeneas35,football,12179,4949
3334,Dyson Daniels,DysonDaniels,basketball,12175,32
3335,David Peterson,_David_Peterson,baseball,12173,3542
3336,Bryan Bullington,bryanbullington,baseball,12172,769
3337,Travis Swanson,Tswan64,football,12156,2041
3338,Stephen Zimmerman,BIGG_ZIMM,basketball,12151,20049
3339,Chimezie Metu,Chimezie_Metu,basketball,12144,12507
3340,Phillip Daniels,PhillipDaniels,football,12129,366
3341,Vic Black,Vic_Black_2,baseball,12125,7586
3342,Devin Carter,kingcarter2225,basketball,12123,1135
3343,Chris Ogbonnaya,ChrisOgbonnaya,football,12104,6654
3344,Ola Toivonen,OlaToivonen20,soccer,12103,568
3345,Onuralp Bitim,OnuralpBitim,basketball,12093,235
3346,Jonathan Villar,JRvillar6,baseball,12093,387
3347,Will Perdue,Will_Perdue32,basketball,12067,1719
3348,Matas Buzelis,BuzelisMatas,basketball,12062,159
3349,Trevion Williams,twill___,basketball,12054,603
3350,Malcolm Miller,MalcMili13,basketball,12051,18913
3351,Bryan Holaday,jbholaday,baseball,12049,996
3352,Darryl Hamilton,dham18,baseball,12035,111
3353,Deven Marrero,Dmarrero305,baseball,12033,535
3354,Ryan Franklin,franky3131,baseball,12011,5246
3355,Chris Gimenez,ChrisGimenez5,baseball,12006,6593
3356,Travis Blackley,Travis_Blackley,baseball,12001,11533
3357,Bruce Rondón,BruceRondon,baseball,12000,625
3358,Connor McGovern,McGovenator60,football,11976,1785
3359,Victor Harris,MachoHarris,football,11971,3345
3360,Josh Lindblom,JoshLindblom52,baseball,11966,4800
3361,Nick Wiggins,Wiggys__WORLD,basketball,11966,30436
3362,Austen Lane,A_Train_92,football,11958,6761
3363,Marvin Austin,AnchorManAustin,football,11957,3610
3364,Chris Tierney,tierney71,hockey,11939,652
3365,Erik Coleman,erikcoleman,football,11938,4987
3366,Kentrell Brothers,Kentrell_Mizzou,football,11930,13143
3367,Stephen Nicholas,SNicholas54,football,11900,735
3368,Chaundee Brown Jr.,cbrownballin935,basketball,11894,5721
3369,Jordan Caron,Jord38caron,hockey,11888,129
3370,Zac Rosscup,ZRosscup,baseball,11881,2908
3371,Odúbel Herrera,odubelherrera1,baseball,11879,341
3372,Kevin Porter,kporter12,hockey,11876,1139
3373,Andrew Copp,Copp94,hockey,11876,1459
3374,Anthony Swarzak,ASwarzak,baseball,11869,1234
3375,Alex Oriakhi,aoriakhi42,basketball,11862,10771
3376,Jalen Duren,JalenDuren,basketball,11860,169
3377,Kendall Reyes,Kendall_Reyes,football,11855,1253
3378,Justin Robinson,5Alive_,basketball,11848,13547
3379,Alex O'Connell,Alex_OC11,basketball,11827,1009
3380,Grayson Rodriguez,G_Rodriguez16,baseball,11821,1156
3381,Keith Aulie,kaulie59,hockey,11821,231
3382,Anthony Randolph,TheARandolph,basketball,11813,25
3383,Jay Prosch,DaRealJayProsch,football,11807,378
3384,Adama Ba,zzba10,soccer,11793,5165
3385,Carlos Lee,Carlos45Lee,baseball,11790,540
3386,Don Carey,DonCarey,football,11778,6362
3387,Uche Nwaneri,Chukwu77,football,11749,23418
3388,Rocco Grimaldi,RGrimaldi23,hockey,11745,713
3389,Bill Hall,BillHall_III,baseball,11738,8821
3390,Brandon Carlo,1996_Carlo,hockey,11732,729
3391,Cody Ponce,Cody_Ponce48,baseball,11732,6382
3392,Luka Mitrović,mitar_mitar9,basketball,11730,1291
3393,Sandro Mamukelashvili,Mamukelashvili5,basketball,11729,2457
3394,Leigh Bodden,LeighBodden,football,11728,13780
3395,Jordan Todman,JordanTodman,football,11710,3346
3396,Roy Lewis,RoyLew34,football,11670,6395
3397,Zach Fulton,ZachFulton72,football,11661,2046
3398,Brendan Gaunce,BrendanGaunce16,hockey,11644,311
3399,Matt Costello,MattCostello10,basketball,11618,1170
3400,Jeff Nelson,NYnellie43,baseball,11614,2078
3401,Tim Ryan,TimRyan99,football,11606,287
3402,Marcus Dixon,MarcusDixon94,football,11603,10191
3403,Luis Castillo,LuisCastillo93,football,11585,1087
3404,Tracy Murray,RealTracyMurray,basketball,11580,29403
3405,Brandon Woodruff,B_Woody24,baseball,11547,1204
3406,Chris Cook,ChrisCook_22,football,11539,16967
3407,Jordany Valdespin,jordany023,baseball,11535,2571
3408,Anthony Peluso,AnthonyPeluso23,hockey,11532,587
3409,Ryan Tepera,RTepera,baseball,11529,613
3410,Aaron Barrett,aaronbarrett30,baseball,11524,2016
3411,E.J. Speed,EJ_SPEED,football,11517,1786
3412,Grant Clitsome,GClitsome,hockey,11508,767
3413,Chester Pitts,ChesterPitts,football,11497,29678
3414,Alan Williams,alantwilliams,basketball,11493,17512
3415,Cedric Ogbuehi,Nuff_ced70,football,11488,15583
3416,Michael Schwimer,mschwimer,baseball,11486,3512
3417,Tyler Zuber,TylerZuber,baseball,11476,3415
3418,Anthony DeSclafani,ADeSclafani,baseball,11461,575
3419,Todd Stottlemyre,ToddStottlemyre,baseball,11443,20463
3420,Brice McCain,McCain21,football,11439,3294
3421,Kris Durham,KrisDurham16,football,11430,1748
3422,Trevor Mbakwe,TMbakwe32,basketball,11414,21001
3423,Antonio Garay,antoniogaray71,football,11411,4832
3424,Gavin Sheets,cleansheets24,baseball,11370,1765
3425,Justin Smith,justinsmith3_,basketball,11348,2416
3426,Tim Federowicz,FedX19,baseball,11344,398
3427,D.J. Williams,DjWilliam55,football,11334,12088
3428,Collin Cowgill,Ccowgill12,baseball,11320,625
3429,Matt Clark,MattClark60,baseball,11315,6364
3430,Masyn Winn,MasynWinn,baseball,11308,992
3431,Nate Orchard,nateorchard44,football,11306,407
3432,Kendric Davis,150__KD,basketball,11286,4692
3433,Bernard James,BernardJame5,basketball,11284,14
3434,Robert Gsellman,robgsellman,baseball,11273,42
3435,Stefan Logan,StefLogan11,football,11263,2675
3436,Lucas Luetge,LucasLuetge,baseball,11227,1098
3437,Quinndary Weatherspoon,IAM_QUINN11,basketball,11216,4071
3438,Brett Wallace,brettwallace29,baseball,11209,3734
3439,Jerryd Bayless,jerrydbayless,basketball,11208,741
3440,Markus Howard,markushoward11,basketball,11203,4570
3441,Dan Williams,MrDanWilliams,football,11187,1112
3442,Michael Raffl,michaelRaffl,hockey,11183,32
3443,Brian Johnson,Brian_Johnson35,baseball,11182,1289
3444,Elias Harris,EliasJMHarris,basketball,11171,1522
3445,Addison Reed,Areed43,baseball,11166,979
3446,Robert Stock,RobertStock6,baseball,11157,11626
3447,Frank Vatrano,Frank_Vatrano,hockey,11130,4170
3448,Matt Lashoff,MattLashoff,hockey,11127,2050
3449,Keita Bates-Diop,KBD_33,basketball,11113,2094
3450,Domingo Germán,Domingo_German4,baseball,11110,23
3451,Jimmy Kennedy,Kennedy73,football,11107,24568
3453,David Savard,dsavy58,hockey,11099,117
3452,Andy Levitre,LevitreAndy,football,11099,3287
3454,Jordyn Adams,jordynadams10,baseball,11090,13165
3455,Diamond Stone,Diamond_Stone33,basketball,11090,14682
3456,Jabari Brown,Bari_BrownIDF,basketball,11089,3662
3457,Jon Gray,MrGrayWolf22,baseball,11089,12
3458,Ryan Russell,RKRelentless,football,11085,7154
3459,Tornike Shengelia,TokoShengelia23,basketball,11058,683
3460,Erick Aybar,Erickaybar,baseball,11050,151
3461,Stefan Noesen,stefannoesen,hockey,11046,3590
3462,Nate Collins,BIGN98,football,11033,48931
3463,Chase Anderson,ChaseAnderson87,baseball,11014,6288
3464,Myck Kabongo,MyckK9,basketball,11005,980
3465,Mark Sweeney,Sweendog9,baseball,10993,2746
3466,Brent Lillibridge,BSLillibridge,baseball,10981,2892
3467,Damian Williams,DwillOne7,football,10974,5502
3468,Donovan Clingan,clingan_donovan,basketball,10964,2116
3469,Jarrett Bush,Jarrettbush,football,10947,2583
3470,Stanford Routt,SRoutt26,football,10931,1559
3471,Greg Deichmann,Greg_D07,baseball,10915,8859
3472,Brian Jennings,Jennings141,football,10911,484
3473,Andrew Gordon,AndrewGordon10,hockey,10901,4
3474,Chris Butler,TheButler44,hockey,10900,44
3475,Hunter Dozier,hdozier_17,baseball,10895,1066
3476,Ryan Mattheus,RyanMattheus,baseball,10891,1676
3477,Michael King,7Kinger14,baseball,10879,1117
3478,Brian Bowen,tugs_,basketball,10874,7579
3479,Tony Lippett,Tony_Lippett14,football,10869,39389
3480,Makur Maker,MakurMaker,basketball,10866,270
3481,René Rivera,ReneRivera13,baseball,10861,1879
3482,Markus Golden,markusgolden,football,10856,1207
3483,Gary Clark,Gary11_Clark,basketball,10855,14994
3484,Joe Smith,JSThree8,baseball,10852,126
3485,Ryan Rua,Rua_Numba_2,baseball,10848,10099
3486,Patrick Wiercioch,PattyW28,hockey,10835,36
3487,David Eckstein,DavidEckstein22,baseball,10835,660
3488,Robert Henson,Mr_Henson51,football,10831,94267
3489,Marial Shayok,MarialShayok,basketball,10826,1063
3490,Bryan Scott,teambryanscott,football,10802,1076
3491,Kahlil Whitney,KahlilWhitney,basketball,10783,5189
3492,Tony Wolters,TonyWolters,baseball,10778,2721
3493,Rashawn Slater,rdsl8r,football,10767,714
3494,D.J. Humphries,74_hump,football,10748,3578
3495,John LeClair,John_LeClair10,hockey,10746,269
3496,Jake Fraley,jfral_23,baseball,10738,3260
3497,Donovan Solano,DonovanSolano17,baseball,10736,1671
3498,Ras-I Dowling,RasIDowling,football,10736,1295
3499,Alexi Amarista,AlexiAmarista,baseball,10731,100
3500,Dakota Mathias,DMathias31,basketball,10723,4588
3501,Marcus Gilchrist,mgilchr,football,10722,7678
3502,Ryan Sherriff,KingSherriff,baseball,10717,12655
3503,Saddiq Bey,SaddiqBey,basketball,10717,9
3504,Ryan Stanton,rstanton4,hockey,10715,380
3505,Lennart Petrell,lennu37,hockey,10714,1772
3506,Mike Logan,mlogan31,football,10708,12381
3507,Nathan Gerbe,NathanGerbe14,hockey,10704,833
3508,Zack Baun,zackbizzaun,football,10701,27374
3509,Justin Sellers,SellBlock12,baseball,10699,704
3510,Chris McCullough,briskuno,basketball,10689,36296
3511,Nick Pivetta,Npivetta27,baseball,10688,300
3512,Landry Nguémo,landry_nguemo,soccer,10660,1617
3513,Isa Abdul-Quddus,iamisa1,football,10651,8545
3514,Jacques McClendon,jmcc65,football,10643,3533
3515,D.J. Carton,DJCarton,basketball,10632,2708
3516,Elijah Bryant,Elijah_Bryant3,basketball,10623,15538
3517,Jalen Bridges,jalenbridges_,basketball,10620,7341
3518,Michael Schofield,SchoBlue75,football,10617,1115
3519,Jordan Walker,jellyfam_j,basketball,10600,9475
3520,Jaylen Hoard,JaylenHoard,basketball,10600,2712
3521,Óscar Mercado,Osc_merc,baseball,10593,2704
3522,Albert Okwuegbunam,AOkwuegbunam,football,10592,3361
3523,Derrick Brown,D_Brown4,basketball,10560,8
3524,Christian Villanueva,Villa_at_3B,baseball,10555,112
3525,Chris Bourque,cbourque17,hockey,10545,630
3526,Tim Beckham,t_beckham1,baseball,10543,2060
3527,Stephen Bowen,stevebo72,football,10529,1940
3528,Brook Fordyce,BrookFordyce,baseball,10518,541
3529,Kristopher Negrón,KNegs17,baseball,10516,1487
3530,Lindell Wigginton,Lwigginton5,basketball,10509,6951
3531,Morgan Ellis,MorganEllis4,hockey,10508,4303
3532,Adonis Arms,adonis_arms_25,basketball,10496,16432
3533,Michael Coe,_COESIGN,football,10478,13189
3534,Calvin Pryor,star_island25,football,10455,4666
3535,Amir Coffey,coffeyshop_,basketball,10445,3308
3536,Anthony Herron,BigAntHerron,football,10440,27438
3537,Justin Patton,JustinPatton17,basketball,10434,6671
3538,Andrew Knapp,theknappyboy5,baseball,10429,766
3539,Vince Velasquez,vjvelasquezrhp,baseball,10421,961
3540,Mark Arcobello,sporkabella,hockey,10418,1809
3541,DeJon Jarreau,LaDeeky,basketball,10417,45325
3542,Shawn Green,shawngreen15,baseball,10404,610
3543,Pete Werner,petewerner23,football,10396,697
3544,Mohammed Rabiu,RabiuMomo,soccer,10395,274
3545,Wei-Yin Chen,WeiYinChen16,baseball,10394,54
3546,Yermín Mercedes,ymercedes73,baseball,10387,50
3547,Josh Satin,joshsatin,baseball,10387,1417
3548,Adam Clendening,Clenny5,hockey,10386,917
3549,Albert Suárez,Albertsuarez822,baseball,10382,228
3550,Ryan Shannon,ryanshannon22,hockey,10375,542
3551,Tyler Kroft,Kroft86,football,10369,121
3552,Marko Daňo,Marko_Dano,hockey,10367,377
3553,Brian Propp,guffaw26,hockey,10348,14920
3554,Wallace Gilberry,Gilberry92,football,10343,4624
3555,John Thornton,JohnThornton,football,10327,533
3556,Shed Long Jr.,SLONG895,baseball,10309,30332
3557,Lee Ziemba,Ziemba73,football,10307,2228
3558,Cole Swider,coleswider21,basketball,10291,3393
3559,Aleksej Pokusevski,aleksejpokusevs,basketball,10272,52
3560,McKinley Wright IV,kin_wright25,basketball,10266,30418
3561,Keon Johnson,iamkeonjohnson,basketball,10257,713
3562,Steven Brault,SquidBrault,baseball,10250,688
3563,Nick Green,nickgreen20,baseball,10249,6007
3564,Damon Severson,dseves7,hockey,10234,15
3565,Kareem Martin,reemthedream_95,football,10233,8046
3566,Kahlil Bell,KahlilBell32,football,10228,5263
3567,Brendan Rodgers,Broddddd3,baseball,10226,615
3568,Aaron Altherr,AAltherr,baseball,10220,269
3569,Jack White,5jackwhite,basketball,10215,94
3570,Keaton Ellerby,ellerby88,hockey,10210,186
3571,Cedric Benson,Cedric_Benson,football,10203,392
3572,Brandon Miller,brandmillerr,basketball,10188,289
3573,Toru Murata,ToruMurata0520,baseball,10173,4012
3574,Kyle Zimmer,kylezimmer11,baseball,10163,1608
3575,Jamaal Westerman,JamaalWesterman,football,10159,6585
3576,Horace Grant,horacegrant54,basketball,10158,607
3577,Patrick Robinson,PatRobinson25,football,10152,44
3578,Brandon Gibson,Bgibson04,football,10141,20226
3579,Jonathon Blum,JonBlum7,hockey,10137,7044
3580,Jason Smith,JasonSmith014,basketball,10126,2694
3581,Rémi Gomis,Remiii78,soccer,10109,795
3582,Zach McKinstry,ZachCMU,baseball,10100,379
3583,Thomas Walkup,twalkup23,basketball,10091,7396
3584,Carl Klingberg,CarlKlingberg,hockey,10086,3031
3585,Nic Harris,NicHarris5,football,10081,598
3586,Austin Wells,wellsius16,baseball,10080,3092
3587,Stanley Jean-Baptiste,ABC_SJB,football,10067,5528
3588,Lucas Sims,LSims_,baseball,10058,6279
3589,Kemoko Turay,Kturay_58,football,10057,676
3590,David Roddy,droddy22,basketball,10054,2866
3591,Jarvis Moss,MoSSwag94,football,10052,13948
3592,Olivier Sarr,sarr_olivier,basketball,10048,1168
3593,Keon Broxton,KeonDDBroxton,baseball,10043,3599
3594,David Duke Jr.,daviddukejr,basketball,10042,2066
3595,Tyler Holt,ItsTHoltBaby,baseball,10039,7940
3596,Sam Thompson,SlamIAm12,basketball,10039,13151
3597,Elijah Hughes,elijahhughes4_,basketball,10030,13569
3598,Harrison Ingram,Harrisoniingram,basketball,10025,1171
3599,George Kottaras,GeorgeKottaras,baseball,10021,524
3600,Primož Brezec,Primozbrezec,basketball,10011,5697
3601,Riley Nash,rileynash20,hockey,10007,355
3602,J.R. Giddens,JGidd4,basketball,10003,20623
3603,Ralph Cindrich,RalphCindrich,football,10002,68605
3604,Hayes Pullard,HayesPullard,football,9996,11493
3605,Brett Eibner,Brett_Eibner,baseball,9996,1960
3606,Carter Ashton,c_ash15,hockey,9987,42
3607,Garrett Mitchell,GarretMitchell5,baseball,9982,2564
3608,Kareem Moore,KMO41AMN,football,9981,12418
3609,Bryce Brentz,Bbrentz7,baseball,9977,2700
3610,Albert Young,adotyoung,football,9955,15136
3611,Coty Sensabaugh,CotySense,football,9954,4402
3612,Armoni Brooks,snipabrooks_,basketball,9936,2499
3613,Scottie Lewis,Scottie23L,basketball,9933,1215
3614,Joshua Primo,JoshuaPrimo4,basketball,9929,60
3615,Lester Hudson,Lester26Hudson,basketball,9918,2900
3616,Austin Johnson,AJohn15,football,9914,4435
